Ticker,Date,Headline,GNW_timestamp_iso
MFH,7/29/2025,Mercurity Fintech Announces Registered Direct Offering Was Not Consummated,2025-07-29 08:00:00 ET
BKKT,7/28/2025,Bakkt Announces Proposed Public Offering,
CANF,7/28/2025,Can-Fite Announces Up To $15.0 Million Public Offering,2025-07-28 12:24:00 ET
RDZN,7/28/2025,Roadzen Announces Pricing of $2.25 Million Registered Direct Offering of Ordinary Shares,2025-07-28 09:15:00 ET
SIDU,7/25/2025,Sidus Space Announces Proposed Public Offering,
RAYA,7/25/2025,Erayak Power Solution Group. Announces $3 Million Registered Direct Offering,2025-07-25 12:50:00 ET
OMER,7/25/2025,Omeros Corporation Announces Pricing of $22 Million Registered Direct Offering,
ABSI,7/24/2025,Absci Announces Proposed Public Offering of Common Stock,2025-07-24 16:54:00 ET
NTST,7/24/2025,NETSTREIT Corp. Announces Launch of Public Offering of Common Stock,
GSIW,7/24/2025,Garden Stage Limited Announces $4.2 Million Registered Direct Offering,2025-07-24 14:40:00 ET
UCAR,7/24/2025,U Power Announces Pricing of $1.4 Million Registered Direct Offering,
DFSC,7/24/2025,DEFSEC Technologies Inc. Announces Pricing of CAD$6.8 Million Public Offering,
THAR,7/23/2025,Tharimmune Announces Pricing of $1.74 Million Registered Direct Public Offering of Common Stock and Warrants,
ASPI,7/23/2025,ASP Isotopes Inc. Announces Pricing of $60 Million Underwritten Registered Direct Offering of Common Stock,2025-07-23 18:15:00 ET
INNO,7/23/2025,Innocan Pharma Announces Public Filing of Registration Statement for Proposed U.S. Public Offering,
ABVX,7/23/2025,Abivax Announces Launch of Public Offering,2025-07-23 16:15:00 ET
SDOT,7/23/2025,Sadot Group Inc. Announces Proposed Public Offering of Common Stock,
PHVS,7/22/2025,Pharvaris Announces Proposed Public Offering of Ordinary Shares,2025-07-22 16:05:00 ET
ORIS,7/22/2025,Oriental Rise Holdings Limited Announces Pricing of $6.9 Million Public Offering,2025-07-22 08:45:00 ET
PMN,7/22/2025,"ProMIS Neurosciences Announces $0.8 Million Registered Direct Offering, Priced At-the-Market Under Nasdaq Rules",2025-07-22 07:00:00 ET
SFNC,7/22/2025,SIMMONS FIRST NATIONAL CORPORATION ANNOUNCES PRICING OF OFFERING OF COMMON STOCK,
BNKK,7/21/2025,Safety Shot Announces Pricing of $10.6 Million Registered Direct Offering,
KRMN,7/21/2025,Karman Space & Defense Announces Proposed Public Offering of Common Stock,
AIRE,7/21/2025,reAlpha Tech Corp. Announces $5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2025-07-21 16:30:00 ET
MFH,7/21/2025,Mercurity Fintech Holding Inc. Announces Pricing of Registered Direct Offering of $43.70 Million For Crypto Treasury Strategy,2025-07-21 14:12:00 ET
OP,7/21/2025,OceanPal Inc. Announces Pricing of Upsized US$18.0 Million Public Offering,2025-07-21 09:18:00 ET
DGXX,7/21/2025,Digi Power X Announces $15 Million Registered Direct Offering of Common Stock,2025-07-21 07:29:00 ET
DPRO,7/18/2025,Draganfly Announces Pricing of US$25.0 Million Registered Direct Offering,2025-07-18 08:45:00 ET
TGEN,7/18/2025,Tecogen Inc. Announces Pricing of Public Offering,
SMSI,7/17/2025,Smith Micro Announces Follow-On Offering,
NB,7/17/2025,NioCorp Announces Pricing of $45.0 Million Public Offering of Common Shares,
STXS,7/17/2025,Stereotaxis Announces $12.5 Million Registered Direct Offering of Common Stock,2025-07-17 08:32:00 ET
MNDR,7/17/2025,Mobile-health Network Solutions Launches $300 Million At-the-Market Offering to Drive AI-Powered Healthcare and Pharmacy Delivery Expansion,
GAME,7/16/2025,"GameSquare Holdings, Inc. Announces Proposed Public Offering of Common Stock",
MP,7/16/2025,MP Materials Announces Commencement of Proposed $500 Million Public Offering of Common Stock,
BRCC,7/16/2025,BRC Inc. Announces Proposed Public Offering of Class A Common Stock,
NCPL,7/16/2025,Netcapital Announces Up To $5.9 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2025-07-16 13:40:00 ET
STKH,7/16/2025,Steakholder Foods Ltd. Announces Pricing of $2.5 Million Public Oﬀering,2025-07-16 09:16:00 ET
CTXR,7/16/2025,Citius Oncology Announces Pricing of $9.0 Million Public Offering,
LVO,7/15/2025,LiveOne (Nasdaq: LVO) Announces Proposed Public Offering of Common Stock,2025-07-15 19:35:00 ET
GANX,7/15/2025,Gain Therapeutics Announces Proposed Public Offering,2025-07-15 16:36:00 ET
BCTX,7/15/2025,BriaCell Therapeutics Announces Pricing of $15 million Public Offering,2025-07-15 15:05:00 ET
SXTP,7/15/2025,60 Degrees Pharmaceuticals Announces Pricing of Up to $10 Million Public Offering,2025-07-15 09:10:00 ET
RANI,7/15/2025,"Rani Therapeutics Holdings, Inc. Announces Pricing of $3.0 Million Registered Direct Offering",2025-07-15 09:00:00 ET
RVYL,7/15/2025,RYVYL Announces Pricing of $6.0 Million Public Offering,2025-07-15 08:55:00 ET
NVA,7/14/2025,Nova Minerals Limited Announces Pricing of Public Offering,2025-07-14 19:09:00 ET
BTBT,7/14/2025,"Bit Digital, Inc. Announces $67.3 Million Registered Direct Offering of its Ordinary Shares",
LAES,7/14/2025,SEALSQ Announces Pricing of $60.0 Million Registered Direct Offering,2025-07-14 09:00:00 ET
UMAC,7/14/2025,Unusual Machines Announces Pricing of $48.5 Million Registered Direct Offering of Common Stock,
CVM,7/11/2025,CEL-SCI Announces Pricing of $5.7 Million Offering Priced At-the-Market Under NYSE American Rules,
MIST,7/11/2025,Milestone Pharmaceuticals Announces Proposed Public Offering,2025-07-11 06:01:00 ET
EDR,7/10/2025,Endeavour Silver Announces At-the-Market Offering of up to US$60 Million,2025-07-10 17:42:00 ET
NVVE,7/10/2025,Nuvve Holding Corp. Announces Proposed Public Offering of Common Stock,
CIVB,7/10/2025,"Civista Bancshares, Inc. Announces Agreement to Acquire The Farmers Savings Bank; Launches Public Offering of Common Shares",
ICU,7/10/2025,SeaStar Medical Announces $4 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,2025-07-10 15:29:00 ET
SLNO,7/10/2025,Soleno Therapeutics Announces Proposed $200 Million Public Offering of Common Stock,2025-07-10 06:01:00 ET
RYTM,7/9/2025,"Rhythm Pharmaceuticals, Inc. Announces Proposed Public Offering of Common Stock",2025-07-09 16:16:00 ET
EVTL,7/8/2025,Vertical Aerospace Announces Launch of Proposed Underwritten Public Offering,
COGT,7/8/2025,Cogent Biosciences Announces Proposed $150 Million Public Offering of Common Stock,2025-07-08 16:26:00 ET
GAME,7/7/2025,"GameSquare Holdings, Inc. Announces Proposed Public Offering of Common Stock",
BORR,7/7/2025,Borr Drilling Announces First Settlement of the Offering of Common Shares,
IONQ,7/7/2025,IonQ Announces Pricing of $1.0 Billion Equity Offering,
NCPL,7/3/2025,Netcapital Announces Up To $9.9 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2025-07-03 08:00:00 ET
STFS,7/3/2025,STFS Announces Pricing of $8 Million Public Offering of Class A Ordinary Shares,2025-07-03 07:42:00 ET
BORR,7/2/2025,Borr Drilling Announces Public Offering of Common Shares,
INO,7/2/2025,INOVIO Announces Proposed Public Offering,
AVBP,7/1/2025,ArriVent Announces Proposed $75 Million Public Offering of Common Stock and Pre-Funded Warrants,2025-07-01 16:05:00 ET
CLRB,7/1/2025,Cellectar Biosciences Announces Pricing of $6 Million Underwritten Public Offering,2025-07-01 09:25:00 ET
SONM,7/1/2025,Sonim Technologies Announces Pricing of $5.55 Million Public Offering,
RAY,7/1/2025,Raytech Holding Limited Announces Pricing of $5.197 Million Public Offering of its Ordinary Shares,2025-07-01 08:30:00 ET
DYN,6/30/2025,Dyne Therapeutics Announces Proposed Public Offering of Common Stock,2025-06-30 16:05:00 ET
NKTR,6/30/2025,Nektar Therapeutics Announces Proposed Public Offering,
MNTS,6/30/2025,Momentus Announces $4 Million Offering Priced At-The-Market Under Nasdaq Rules,
VERI,6/30/2025,Veritone Announces Equity Offering of $10 Million Backed by CEO,
OST,6/30/2025,"Ostin Technology Group Co., Ltd. Announces $5 Million Registered Direct Offering",2025-06-30 09:15:00 ET
GRRR,6/30/2025,Gorilla Announces $105 Million Registered Direct Offering of Common Stock,
ASTI,6/27/2025,"Ascent Solar Technologies, Inc. Announces Pricing of $2.0 Million Public Offering",2025-06-27 14:15:00 ET
INMB,6/27/2025,"INmune Bio, Inc. Announces Approximately $19 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules",2025-06-27 12:16:00 ET
BBLG,6/27/2025,Bone Biologics Announces Pricing of $5.0 Million Public Offering,
CYN,6/27/2025,Cyngn Inc. Announces $17.2 Million Registered Direct Offering,
OTRK,6/27/2025,Ontrak Health Announces Pricing of $4 Million Public Offering,
PMNT,6/26/2025,Perfect Moment Ltd. Announces Proposed Public Offering of Common Stock,
ACHV,6/26/2025,Achieve Life Sciences Announces Proposed Underwritten Public Offering,2025-06-26 16:03:00 ET
CRMD,6/26/2025,CorMedix Inc. Announces Proposed Public Offering of Common Stock,2025-06-26 16:01:00 ET
CYN,6/26/2025,Cyngn Inc. Announces $15 Million Registered Direct Offering,
GVH,6/26/2025,Globavend Holdings Limited Announces Pricing of $15 Million Public Offering,2025-06-26 09:15:00 ET
RVPH,6/25/2025,"Reviva Pharmaceuticals Holdings, Inc. Announces Proposed Public Offering",2025-06-25 16:17:00 ET
KYMR,6/25/2025,Kymera Therapeutics Announces Proposed Public Offering,
BTBT,6/25/2025,"Bit Digital, Inc. Announces Commencement of Public Offering of its Ordinary Shares",
KTOS,6/25/2025,"Kratos Defense & Security Solutions, Inc. Announces Proposed Public Offering Of Common Stock",2025-06-25 16:00:00 ET
SRFM,6/25/2025,Surf Air Mobility Announces $27 Million Registered Direct Offering of Common Stock,
LFWD,6/25/2025,Lifeward Announces Pricing of $2.6 Million Public Oﬀering,2025-06-25 09:10:00 ET
RBNE,6/25/2025,Robin Energy Ltd. Announces Pricing of $3.6 Million Registered Direct Offering,2025-06-25 09:00:00 ET
QXO,6/24/2025,QXO Announces Common Stock Offering,
SITM,6/24/2025,SiTime Corporation Announces Launch of Follow-on Public Offering,2025-06-24 16:12:00 ET
ALLT,6/24/2025,Allot Announces Launch of Underwritten Public Offering of Ordinary Shares,2025-06-24 16:08:00 ET
FBRX,6/24/2025,Forte Biosciences Announces Proposed Public Offering,
NLST,6/24/2025,Netlist Announces $12.0 Million Registered Direct Offering,
HUSA,6/24/2025,Houston American Energy Corp. Announces $1.2 Million Registered Direct Offering,2025-06-24 09:15:00 ET
CADL,6/24/2025,Candel Therapeutics Announces $15 million Registered Direct Offering of Common Stock,2025-06-24 09:05:00 ET
CDTX,6/23/2025,Cidara Announces Proposed Public Offering of Common Stock,2025-06-23 16:15:00 ET
TCRT,6/23/2025,Alaunos Therapeutics Announces $2.0 Million Registered Direct Offering,2025-06-23 08:00:00 ET
ICU,6/20/2025,SeaStar Medical Announces Pricing of Up to $8 Million Public Offering,2025-06-20 12:10:00 ET
QMMM,6/20/2025,QMMM Announces Pricing of $8 Million Public Offering of Ordinary Shares,
MBRX,6/20/2025,Moleculin Announces $5.9 Million Public Offering,2025-06-20 09:20:00 ET
RBNE,6/20/2025,Robin Energy Ltd. Announces Pricing of $4.0 Million Registered Direct Offering,2025-06-20 09:20:00 ET
LGCL,6/20/2025,Lucas GC Limited Announces Pricing of Follow-On Offering,2025-06-20 09:00:00 ET
APVO,6/18/2025,Aptevo Therapeutics Announces $8 Million Offering Priced At-the-Market Under Nasdaq Rules,
RBNE,6/18/2025,Robin Energy Ltd. Announces Pricing of $4.5 Million Registered Direct Offering,2025-06-18 09:00:00 ET
HUSA,6/18/2025,Houston American Energy Corp. Announces $2.37 Million Registered Direct Offering,2025-06-18 08:00:00 ET
BMEA,6/17/2025,Biomea Fusion Announces Proposed Public Offering of Securities,2025-06-17 16:33:00 ET
PCSA,6/17/2025,Processa Pharmaceuticals Announces Pricing of $7 Million Public Offering,2025-06-17 12:26:00 ET
RCAT,6/17/2025,Red Cat Holdings Announces $46.75 Million Registered Direct Offering of Common Stock,2025-06-17 09:19:00 ET
SDST,6/17/2025,Stardust Power Inc. Announces Pricing of $4.3 Million Underwritten Public Offering,2025-06-17 08:30:00 ET
ADIL,6/17/2025,Adial Pharmaceuticals Announces Pricing of $3.6 Million Public Offering,2025-06-17 08:00:00 ET
RDW,6/16/2025,"Redwire Announces Offering of $200,000,000 of Common Stock",
RBNE,6/16/2025,Robin Energy Ltd. Announces Pricing of $5.1 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2025-06-16 11:33:00 ET
CHSN,6/13/2025,Chanson International Holding Announces Pricing of $8 Million Public Offering,2025-06-13 09:00:00 ET
ELVN,6/13/2025,Enliven Therapeutics Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
CTM,6/12/2025,Castellum Announces Pricing of $5.0 Million Public Offering of Common Stock and Warrants,2025-06-12 09:00:00 ET
HYMC,6/11/2025,Hycroft Announces Public Offering of Units,
INTS,6/11/2025,"Intensity Therapeutics, Inc. Announces Proposed Public Offering of Common Stock",
OKLO,6/11/2025,Oklo Inc. Announces Proposed Public Offering of Common Stock,
INSM,6/11/2025,Insmed Announces Proposed $650 Million Public Offering of Common Stock,
HPP,6/11/2025,Hudson Pacific Properties Announces Commencement of Public Offering,
DPRO,6/11/2025,Draganfly Announces Pricing of US$13.75 Million Public Offering,2025-06-11 08:30:00 ET
TPST,6/11/2025,Tempest Announces $4.6 Million Registered Direct Offering of Common Stock,2025-06-11 08:00:00 ET
CABA,6/11/2025,Cabaletta Bio Announces Proposed Public Offering of Securities,2025-06-11 06:15:00 ET
BRO,6/10/2025,"Brown & Brown, Inc. announces pricing of $4 billion offering of common stock",2025-06-10 23:19:00 ET
AMSC,6/10/2025,AMSC Announces Proposed Public Offering of Common Stock,2025-06-10 16:01:00 ET
ADUR,6/10/2025,Aduro Clean Technologies Announces Pricing of US$8 Million Underwritten Public Offering,2025-06-10 08:00:00 ET
CTXR,6/10/2025,Citius Pharmaceuticals Announces a Registered Direct Offering of Up To $15.8 Million Priced At-The-Market Under Nasdaq Rules,
AIRS,6/9/2025,AirSculpt Announces Public Offering of Common Stock,2025-06-09 16:25:00 ET
ONDS,6/9/2025,Ondas Holdings Inc. Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
NUWE,6/9/2025,Nuwellis Announces Pricing of $4.3 Million Underwritten Public Offering,2025-06-09 09:15:00 ET
RSLS,6/9/2025,ReShape Lifesciences® Announces Pricing of $2.6 Million Public Offering,
VERO,6/6/2025,Venus Concept Announces Up To $3.45 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2025-06-06 11:35:00 ET
AYTU,6/6/2025,Aytu BioPharma Announces At the Market Pricing of $14.4 Million Upsized Public Offering of Common Stock,
CBUS,6/4/2025,"Cibus, Inc. Announces Proposed Public Offering",2025-06-04 16:19:00 ET
MRUS,6/3/2025,Merus N.V. Announces Proposed Public Offering of Common Shares,2025-06-03 16:05:00 ET
OBT,6/3/2025,"Orange County Bancorp, Inc. Launches Public Offering of Common Stock",2025-06-03 16:00:00 ET
TRVI,6/2/2025,Trevi Therapeutics Announces Proposed Public Offering of Common Stock,
ASPI,6/2/2025,ASP Isotopes Inc. Announces Pricing of $50 Million Underwritten Registered Direct Offering of Common Stock,2025-06-02 09:15:00 ET
FLYE,6/2/2025,"Fly-E Group, Inc. Announces Pricing of $6.94 Million Public Offering",2025-06-02 08:50:00 ET
XLO,6/2/2025,Xilio Therapeutics Announces Proposed Public Offering,2025-06-02 06:11:00 ET
SLE,5/30/2025,"Super League Enterprise, Inc. Announces Registered Direct Offering",2025-05-30 14:06:00 ET
CLGN,5/30/2025,COLLPLANT BIOTECHNOLOGIES ANNOUNCES $3.6 MILLION REGISTERED DIRECT OFFERING PRICED AT-THE-MARKET UNDER NASDAQ RULES,
SLE,5/29/2025,"Super League Enterprise, Inc. Announces Pricing of Underwritten Public Offering",2025-05-29 08:05:00 ET
REVB,5/29/2025,"Revelation Biosciences, Inc. Announces Pricing of $4 Million Public Offering",
EOSE,5/29/2025,"Eos Energy Enterprises, Inc. Announces Proposed Offering of Common Stock",2025-05-29 06:55:00 ET
IMUX,5/28/2025,"Immunic, Inc. Announces Proposed Public Offering",
TSHA,5/28/2025,Taysha Gene Therapies Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,2025-05-28 16:02:00 ET
JFBR,5/28/2025,Jeffs' Brands Announces Pricing of approx. $581 Thousand Registered Direct Offering,2025-05-28 09:56:00 ET
CETX,5/28/2025,"Cemtrex, Inc. Announces Pricing of $1.25 Million Underwritten Public Offering",2025-05-28 08:00:00 ET
GLXY,5/27/2025,Galaxy Digital Inc. Announces Public Offering of Common Stock,
GDS,5/27/2025,GDS Announces Launch of Proposed Public Offering of ADSs,2025-05-27 17:00:00 ET
CNP,5/27/2025,CenterPoint Energy Announces Public Offering of Common Stock With a Forward Component,
LSBK,5/23/2025,"Lake Shore Bancorp, Inc. Announces Commencement of Stock Offering",2025-05-23 16:00:00 ET
PCLA,5/23/2025,PicoCELA Inc. Announces Pricing of Public Offering,
GYRE,5/22/2025,Gyre Therapeutics Announces Proposed Underwritten Public Offering of Common Stock,2025-05-22 16:02:00 ET
OTLK,5/22/2025,Outlook Therapeutics® Announces Proposed Public Offering of Common Stock and Warrants,2025-05-22 16:01:00 ET
JAGX,5/22/2025,Jaguar Health Announces $1.5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
SOC,5/21/2025,Sable Offshore Corp. Announces Proposed Public Offering of Common Stock,
ESLT,5/21/2025,"Elbit Systems Announces Underwritten Public Offering of 1,365,450 Shares",
CVM,5/21/2025,CEL-SCI Announces Proposed Public Offering,
SOC,5/21/2025,Sable Offshore Corp. Announces Proposed Public Offering of Common Stock,
NRXS,5/21/2025,NeurAxis Announces $5.0 Million Registered Direct Offering,2025-05-21 07:00:00 ET
